News#,Title Content,match,score,Polarity
307,"AMSTERDAM EXCHANGE ANNOUNCES MODERNISATION DRIVE","",0,Neutral
308,"HOUSE WAYS AND MEANS CMTE FINISHES WORK ON BILL TO TOUGHEN TRADE LAWS","WORK",1,Positive
309,"CHEROKEE GROUP <CHKE> FILES TO OFFER SHARES","",0,Neutral
310,"SOUTH AFRICA PROBLEMS REMAIN DESPITE DEBT PACT","PROBLEMS, DEBT",-2,Negative
311,"FABRI-CENTERS <FCA> 4TH QTR ENDS JAN 31 NET","",0,Neutral
312,"TSENG LABORATORIES INC <TSNG> 4TH QTR NET","",0,Neutral
313,"PARK ELECTROCHEMICAL CORP <PKE> SETS PAYOUT","",0,Neutral
314,"BRAZIL SEAMEN SAY STRIKE NEAR END","STRIKE",-1,Negative
315,"KEY U.S. HOUSE PANEL FINISHES MAJOR TRADE BILL","",0,Neutral
316,"RUSS TOGS INC <RTS> 4TH QTR JAN 31 NET","",0,Neutral
317,"JOHNSTOWN AMERICAN COS <JAC> 2ND QTR FEB 28 NET","",0,Neutral
318,"EASCO OFFERS INITIAL SALE OF SECURITIES","",0,Neutral
319,"KEIHIN ELECTRIC EXPRESS ISSUES 150 MLN DLR BOND","ISSUES",-1,Negative
320,"BRISTOL AND WEST BUILDING SOCIETY ISSUES CDS","ISSUES",-1,Negative
321,"WOOLWICH BUILDING SOCIETY ISSUING 50 MLN STG BOND","",0,Neutral
322,"ITT <ITT>  UNIT FILES FOR PREFERRED STOCK SALE","",0,Neutral
323,"CPC EXPECTS EUROPEAN SALE TO CUT DEBT","DEBT",-1,Negative
324,"THERMO PROCESS <TPSI> ACQUISITION TERMINATED","",0,Neutral
325,"CHRYSLER FINANCE ISSUING STERLING EUROBOND","",0,Neutral
326,"NORANDA RAISES PRIMARY ALUMINUM PRICES","",0,Neutral
327,"SOVIET PAPER DETAILS GEORGIAN FLOOD DAMAGE","",0,Neutral
328,"UTILICORP <UCU> SEES HIGHER 1987 FIRST QUARTER","FIRST",1,Positive
329,"<XYLOGICS INC> INITIAL OFFERING UNDERWAY","",0,Neutral
330,"TSENG <TSNG> SEES SALES INCREASE FIRST QTR 1987","FIRST",1,Positive
331,"MINNTECH <MNTX> GETS MORE CASH FOR DEVELOPMENT","CASH",-1,Negative
332,"STOCKHOLDER SYSTEMS <SSIAA> MAKES ACQUISITION","",0,Neutral
333,"CONCEPT INC <CCPT> 2ND QTR FEB 28 NET","",0,Neutral
334,"LIFE OF INDIANA CORP <LIFI> 4TH QTR LOSS","LOSS, LIFE",-2,Negative
335,"B.F. SAUL REAL ESTATE INVESTMENT <BFS> PAYOUT","",0,Neutral
336,"SOUTH AFRICA PROBLEMS REMAIN DESPITE DEBT PACT","PROBLEMS, DEBT",-2,Negative
337,"MAYTAG <MYG> SEES CAPITAL SPENDING UP IN 1987","",0,Neutral
338,"TRAVELERS <TIC> UNIT TO BUY REALTY DIVISIONS","",0,Neutral
339,"COMMUNICATIONS AND CABLE INC <CCAB> 1ST QTR NET","",0,Neutral
340,"BEN EQUITY HOLDINGS <BH> SUSPENDED ON NYSE","",0,Neutral
341,"ESCAGEN CORP <ESN> INITIAL OFFERING STARTS","",0,Neutral
342,"BRISTOL-MYERS <BMY> FILES AIDS VACCINE WITH FDA","",0,Neutral
343,"DALLAS INVESTOR CUTS STAKE IN MCDERMOTT (MDR)","",0,Neutral
344,"FED ADOPTS REDEPOSIT SERVICE FOR BOUNCED CHECKS","",0,Neutral
345,"INTN'L PLATINUM, DEGUSSA IN JOINT VENTURE TALKS","",0,Neutral
346,"WESTWOOD ONE INC <WONE> 1ST QWTR FEB 28 NET","ONE",-1,Negative
347,"REAGAN OPPOSES NEW TAXES, SEEKS BUDGET","",0,Neutral
348,"IRAN SAYS HAS BETTER WEAPONS THAN SILKWORM","BETTER",1,Positive
349,"EC COMMISSION DETAILS SUGAR TENDER","TENDER, SUGAR",0,Neutral
350,"INLAND STEEL <IAD> PREFERRED OFFERED","",0,Neutral
351,"ADVANCED MICRO <AMD> PREFERRED OFFERED","ADVANCED",1,Positive
352,"TRICENTROL TO CONCENTRATE ON PROVEN RESERVES","PROVEN",1,Positive
353,"ROLLS-ROYCE SIGNS NEW ENGINE DEAL WITH BOEING","",0,Neutral
354,"BROOKLYN UNION GAS CO <BU> SETS PAYOUT","",0,Neutral
355,"UNISYS <UIS> INTRODUCES NEW PRODUCTS","",0,Neutral
356,"ARGENTINE PORT WORKERS TAKE INDUSTRIAL ACTION","",0,Neutral
357,"NOVAMIN SAYS IT RECEIVED PROPOSED TAKEOVER BID FROM BREAKWATER","BID",-1,Negative
358,"NYFE SEAT SELLS FOR 200 DLRS","",0,Neutral
359,"NEC CORP HAS 150 MLN DLR EURO-CP PROGRAM","",0,Neutral
360,"FRANCE SETS FOUR BILLION FRANC T-BILL TENDER","TENDER",1,Positive
361,"FED EXPECTED TO ADD RESERVES IN MARKET","",0,Neutral
362,"INDIA REPORTED BUYING TWO WHITE SUGAR CARGOES","TWO, SUGAR",-2,Negative
363,"NOVAMIN IN PROPOSED BUYOUT BY BREAWATER <BWRLF>","",0,Neutral
364,"LILLY INDUSTRIAL COATINGS INC <LICIA> 1ST QTR","",0,Neutral
365,"COMMONWEALTY REALTY <CRTYZ>, BAY <BAY> END TALKS","",0,Neutral
366,"MET-PRO CORP <MPR> 4TH QTR ENDS JAN 31 NET","",0,Neutral
367,"EDO <EDO> TO BUY BACK ADDITIONAL 500,000 SHARES","BACK",-1,Negative
368,"VISTA <VISA> FORMS OFFICE OF THE PRESIDENT","",0,Neutral
369,"CENTRAL MAINE POWER CO <CTP> SETS QUARTERLY","",0,Neutral
370,"SOME FIRMS CURB COMMODITIES BUSINESS WITH DREXEL","",0,Neutral
371,"PEP BOYS <PBY> SETS SPLIT, RAISES QUARTERLY","PEP",1,Positive
372,"PEP BOYS - MANNY, MOE AND JACK INC <PBY> 4TH QTR","PEP",1,Positive
373,"HOVNANIAN ENTERPRISES <HOV> EARNINGS TO RISE","",0,Neutral
374,"NY TRADERS SAY TURKEY MADE LARGE SUGAR PURCHASE","LARGE, SUGAR",0,Neutral
375,"NORFOLK <NSC> UNIT SELLS EQUIPMENT CERTIFICATES","",0,Neutral
376,"ANHEUSER-BUSCH <BUD> OFFICER RESIGNS","",0,Neutral
377,"JOHNSON SAYS FED'S ACTIONS YESTERDAY MEANT TO STABILIZE DOLLAR AT CURRENT LEVELS","STABILIZE",1,Positive
378,"SUNSTAR FOODS INC <SUNF> 2ND QTR FEB 28 NET","",0,Neutral
379,"PHOENIX RE <PXRE> INITIAL OFFERING UNDER WAY","",0,Neutral
380,"NIPPON SIGNAL TO ISSUE 50 MLN SWISS FRANC NOTES","ISSUE",1,Positive
381,"HADSON <HADS> TO ACQUIRE 85 PCT OF SEAXE <SEAX>","",0,Neutral
382,"REUTERS TO BUY I P SHARP OF CANADA","SHARP",1,Positive
383,"TCBY ENTERPRISES <TCBY> SPLITS STOCK","",0,Neutral
384,"FIRST INTERSTATE <I> SELLS CAPITAL NOTES","FIRST",1,Positive
385,"RAYTHEON CO <RTN> SETS QUARTERLY","",0,Neutral
386,"FIAT MAY ISSUE BOND FOR LIBYAN STAKE, PAPER SAYS","ISSUE",1,Positive
387,"ITALY'S STET FORMS TELECOMMUNICATIONS FIRM","",0,Neutral
388,"P.H. GLATFELTER CO <GLP> INCREASES DIVIDEND","",0,Neutral
389,"LIFE OF INDIANA CORP <LIFI> 4TH QTR LOSS","LOSS, LIFE",-2,Negative
390,"(CORRECTED) - TSENG <TSNG> SEES SALES INCREASE","",0,Neutral
391,"BRAZILIAN BANK STRIKE SPREADS, UNION SAYS","STRIKE",-1,Negative
392,"CONSOLIDATED NOREX TO ACQUIRE TRIWEB RESOURCES","",0,Neutral
393,"THAI SUGAR PRODUCTION CONTINUES HIGH IN FEB","HIGH, SUGAR",0,Neutral
394,"SWEDISH EXPORT CREDIT ISSUES NEW ZEALAND DLR BOND","ISSUES",-1,Negative
395,"APOLLO COMPUTER <APCI> IN JOINT MARKETING PACT","",0,Neutral
396,"ACCUGRAPH IN ASIA MARKETING PACT WITH TRIO-TECH","",0,Neutral
397,"REICHHOLD CHEMICALS INC EXPLORING POSSIBLE SALE OF EUROPEAN SUBSIDIARY","",0,Neutral
398,"NY TRADERS EXPECT CHINA TO STEP UP SUGAR BUYING","SUGAR",-1,Negative
399,"ROSS STORES INC <ROST> 4TH QTR JAN 31 LOSS","LOSS",-1,Negative
400,"ITALIAN TREASURY BILL OFFER HAS MIXED RESPONSE","",0,Neutral
401,"AFG <AFG> EXPANDS INTO AUTO GLASS REPLACEMENT","",0,Neutral
402,"GREENWOOD RESOURCES SAYS BANKS COULD FORECLOSE","",0,Neutral
403,"NAVISTAR <NAV> STILL EXPECTS HIGHER 1987 NET","",0,Neutral
404,"HEES INTERNATIONAL SETS 100 MLN DLR SHARE ISSUE","ISSUE",1,Positive
405,"CORRECTED-LILLY INDUSTRIAL COATINGS INC <LICIA>","",0,Neutral
406,"U.S. SENATE PANEL APPROVES TRADE MISSION BILL","",0,Neutral
407,"CATERPILLAR <CAT> WORKERS TOLD TO END SIT-IN","",0,Neutral
408,"BAT SHARES UNDERVALUED, SAY STOCK MARKET ANALYSTS","",0,Neutral
409,"BALDRIGE SAYS U.S. WILL NOT LET JAPAN DOMINATE WORLD ELECTRONICS MARKET","DOMINATE, WORLD",2,Positive
410,"REICHHOLD <RCI> EXPLORING SALE OF EUROPEAN UNIT","",0,Neutral
411,"AMERICUS TRUST FOR MERCK <MRK> NOW EFFECTIVE","EFFECTIVE, TRUST",2,Positive
412,"UAL SAID DONALD TRUMP WAS INTERESTED IN UAL STOCK ""AS INVESTMENT""","",0,Neutral
413,"INT'L BROADCASTING <IBCA> SETS REVERSE SPLIT","SPLIT",-1,Negative
414,"BI INC <BIAC> SETS REVERSE SPLIT","SPLIT",-1,Negative
415,"BALDRIGE SAYS JAPAN MUST OPEN ITS MARKETS","",0,Neutral
416,"K MART <KM> UNIT BUYS TEXAS LAND","",0,Neutral
417,"BASF CORP YEAR NET","",0,Neutral
418,"TORONTO DOMINION BUYING MONTREAL EXCHANGE SEAT","",0,Neutral
419,"LEAR SIEGLER DEPOSITS 79.4 MLN DLRS TO SECURE NOTES, EFFECTS REORGANIZATION","SECURE",1,Positive
420,"J.A.M. <JAMY> WINS 1.5 MLN DLR CONTRACT","WINS",1,Positive
421,"UNISYS <UIS> NEW MAINFRAME INTRODUCTION NOT SET","SET",-1,Negative
422,"MONTANA POWER CO <MTP> VOTES QUARTERLY DIVIDEND","",0,Neutral
423,"UAL <UAL> SAID TRUMP TALKED WITH UAL CHAIRMAN","",0,Neutral
424,"GROLIER <GLR> DEBT UPGRADED BY MOODY'S","UPGRADED, DEBT",0,Neutral
425,"TEAM INC <TMI> 3RD QTR FEB 28 NET","",0,Neutral
426,"TODD SHIPYARDS CORP OMITS QTLY COMMON DIV, SETS PREFERRED PAYOUT","",0,Neutral
427,"RSI CORP <RSIC> 2ND QTR FEB 28 NET","",0,Neutral
428,"RCM TECHNOLOGIES INC <RCMT> 1ST QTR JAN 31 LOSS","LOSS",-1,Negative
429,"MCCLAIN INDUSTRIES INC <MCCL> 1ST QTR DEC 31 NET","",0,Neutral
430,"FED OFFERS TO BUY ONE BILLION DLRS OF BILLS FOR CUSTOMER, AFTER NOTE AUCTION","ONE",-1,Negative
431,"SYNALLOY <SYO> ENDS PLANS TO SELL UNIT","",0,Neutral
432,"C-I-L ACQUIRING TRIMAC'S STAKE IN TRICIL","",0,Neutral
433,"EC INFLATION STARTS TO RISE AGAIN IN FEBRUARY","",0,Neutral
434,"PANTERA'S <PANT> TO BUY TEN PIZZA RESTAURANTS","",0,Neutral
435,"ALLIED-SIGNAL INC TO SELL LINOTYPE GROUP TO COMMERZBANK OF WEST GERMANY","",0,Neutral
436,"ENERGY/U.S. OIL OUTPUT","",0,Neutral
437,"TODD SHIPYARDS <TOD> OMITS COMMMON DIVIDEND","",0,Neutral
438,"IMO DELAVAL <IMD> SETS INITIAL DIVIDEND","",0,Neutral
439,"FED TO PURCHASE TREASURY BILLS FOR A CUSTOMER","A",1,Positive
440,"GOULD <GLD> INTRODUCES NEW MINI SUPERCOMPUTERS","",0,Neutral
441,"NATIONAL COMPUTER SYSTEMS INC <NLCS>4TH QTR NET","",0,Neutral
442,"SEC SANCTIONS ACCOUNTANTS KMG MAIN HURDMAN","",0,Neutral
443,"ALLIED-SIGNAL <ALD> TO SELL LINOTYPE UNIT","",0,Neutral
444,"CONTINENTAL HEALTH AFFILIATES INC <CTHL> 4TH QTR","",0,Neutral
445,"CANADA SETS OIL INDUSTRY AID PACKAGE","",0,Neutral
446,"CONTINENTAL <CTHL> REPURCHASES NOTES","",0,Neutral
447,"<ATLANTIS GROUP INC> TO OFFER SHARES, NOTES","",0,Neutral
448,"MOUNTLEIGH GROUP SEEKS 100 MLN STG FACILITY","",0,Neutral
449,"SOUTHWEST FOREST <SWF> SETTLES STRIKE","STRIKE",-1,Negative
450,"COCOA TALKS SLOW AT CRUCIAL STAGE - DELEGATES","SLOW",-1,Negative
451,"MACK TRUCKS <MACK> DEBT AFFIRMED BY S/P","DEBT",-1,Negative
452,"EURATOM ECU BOND MARKS ROME TREATY ANNIVERSARY","",0,Neutral
453,"NEWMONT GOLD <NGC> SEES GOLD SALES RISING","GOLD",2,Positive
454,"MESSIDOR TO MERGE WITH TRITON BELEGGINGEN","",0,Neutral
455,"IMMUNOGENETICS <IGEN> TO ENTER LIPOSOME FIELD","",0,Neutral
456,"SMITH BARNEY ANALYST CUTS HERCULES <HPC> RATING","",0,Neutral
457,"S/P UPGRADES CONSUMERS POWER'S SENIOR AND SUBORDINATED DEBT","DEBT",-1,Negative
458,"NAVISTAR <NAV> SEES HIGHER CAPITAL SPENDING","",0,Neutral
459,"MOHAWK DATA <MDS> AFFILIATE IN SERVICE DEAL","",0,Neutral
460,"CONSUMERS POWER <CMS> DEBT RAISED BY S/P","DEBT",-1,Negative
461,"ENCOR ENERGY CORP PLANS 125 MLN DLR DEBENTURE OFFER","ENERGY",1,Positive
462,"PACIFIC GAS <PCG> SEEKS PURCHASE RULE CHANGE","",0,Neutral
463,"ENCOR ENERGY CORP INC YR NET LOSS 406.6 MLN VS PROFIT 35.4 MLN","LOSS, ENERGY",0,Neutral
464,"BRAZIL PLANS NEW ECONOMIC STRATEGY FOR GROWTH","",0,Neutral
465,"MIDDLE SOUTH <MSU> TO FORM NEW DIVIDEND POLICY","",0,Neutral
466,"UK POLL SHOWS SURGE FOR CENTRIST ALLIANCE PARTIES","",0,Neutral
467,"EMERSON RADIO <EME> SELLS DEBT PRIVATELY","DEBT",-1,Negative
468,"SOLAR SYSTEMS SUN DANCE <SSDN> EXTENDS WARRANTS","",0,Neutral
469,"TWA SOLD FOUR MLN SHARES OF USAIR BELIEVED TO INSTITUTIONS, WALL STREET SOURCES","",0,Neutral
470,"U.S. SUGAR POLICY MAY SELF-DESTRUCT, CONGRESSMAN","SUGAR",-1,Negative
471,"FIAT SAYS IT NOT PLANNING TO ISSUE EUROBONDS","ISSUE",1,Positive
472,"INVESTORS INCREASE STAKE IN FROST, SULLIVAN","",0,Neutral
473,"LIBERIAN ORE CARRIER IN COLLISION IN RIVER ELBE","",0,Neutral
474,"AIM TELEPHONES <AIMT> SELLS DEBT TO SHAREHOLDER","DEBT",-1,Negative
475,"HERSHEY OIL CORP <HSO> 4TH QTR LOSS","LOSS",-1,Negative
476,"<VISTA MANAGEMENT INC> GETS BOND GUARANTEES","",0,Neutral
477,"EG AND G INC <EGG> SETS QUARTERLY","",0,Neutral
478,"<ENCOR ENERGY CORP INC> YEAR LOSS","LOSS, ENERGY",0,Neutral
479,"BRAZILIAN LABOUR UNREST SPREADS, MANY BANKS SHUT","UNREST",-1,Negative
480,"OAK INDUSTRIES <OAK> SETS DEBT EXCHANGE OFFER","DEBT",-1,Negative
481,"COLLINS FOODS <CF> TO REDEEM DEBENTURES","REDEEM",1,Positive
482,"ANDREOTTI DROPS COALITION BID","BID",-1,Negative
483,"TEAM <TMI> TO UNVEIL NEW EQUIPMENT IN MAY","",0,Neutral
484,"<ASTA GROUP INC> UNIT IN LOAN PURCHASE","",0,Neutral
485,"ENCOR PLANS 125 MLN DLR DEBENTURE OFFERING","",0,Neutral
486,"ARDEN INTERNATIONAL <AIKI> 4TH QTR DEC 27 NET","",0,Neutral
487,"TWA <TWA> SELLS POSITION IN USAIR <U>","",0,Neutral
488,"COMBUSTION ENGINEERING<CSP> SEES 1ST QTR NET OFF","",0,Neutral
489,"NEWMONT GOLD SEES ITS SALES RISING 22 PCT","GOLD",1,Positive
490,"TALKING POINT/TOBACCO STOCKS","",0,Neutral
492,"MICRO DISPLAY <MDSI> GETS EUROPEAN ORDERS","",0,Neutral
493,"TREASURY'S BAKER SAYS EXCHANGE RATE CHANGES WILL REDUCE TRADE DEFICIT THIS YEAR","",0,Neutral
494,"TREASURY'S BAKER SAYS ECONOMIC COOPERATION PROCESS IS WORKING","",0,Neutral
495,"TREASURY'S BAKER SAYS ""THROWING MONEY"" AT DEBTOR NATIONS WON'T WORK","WORK",1,Positive
496,"UTAH POWER <UTP> PLANS TO REDEEM PREFERRED STOCK","REDEEM",1,Positive
497,"GATEWAY SPORTING BUYS INNOVATIVE DENTAL","INNOVATIVE",1,Positive
498,"TREASURY'S BAKER SEES CUT IN TRADE DEFICIT","",0,Neutral
499,"CYCLOPS CORP REFORMS BOARD AFTER DIXONS GROUP FAILS TO GET MAJORITY OF CYCLOPS STOCK","REFORMS, GET, FAILS",-1,Negative
500,"UK TO RETAIN POWERS AGAINST U.S UNITARY TAXATION","",0,Neutral
501,"TREASURY'S BAKER SAYS ECONOMIC COOPERATION WORKS","WORKS",1,Positive
502,"PAN ATLANTIC RE INC <PNRE> 4TH QTR NET","PAN",-1,Negative
503,"QUAKER CHEMICAL CORP <QCHM> SETS QUARTERLY","",0,Neutral
504,"RAYTHEON <RTN> DIRECTOR RESIGNS","",0,Neutral
505,"MIDDLE SOUTH <MSU> TO CONSIDER DIVIDEND","",0,Neutral
506,"MONARCH CAPITAL <MON> CALLS PREFERRED","",0,Neutral
507,"CYANOTECH <CYAN> SETS WAY TO EXTRACT CAROTENE","",0,Neutral
508,"SAS TO UPGRADE CABIN SERVICE IN SCANDINAVIA","",0,Neutral
509,"BELGIUM PLANS TO OUTLAW INSIDER TRADING","OUTLAW",-1,Negative
510,"OWENS-CORNING FIBERGLAS <OCF> SELLS FOAM UNIT","",0,Neutral
511,"U.S. SHOE INC 4TH QTR SHR 31 CTS VS 56 CTS","",0,Neutral
512,"U.S. TAX FRAUD CHARGES BROUGHT AGAINST THREE","FRAUD",-1,Negative
513,"O'BRIEN ENERGY <OBS> IN CITICORP <CCI> LEASE","ENERGY",1,Positive
514,"QUAKER CHEMICAL <QCHM> TO REPURCHASE SHARES","",0,Neutral
515,"TREASURY'S BAKER OUTLINES TRADE BILL CRITICISMS","CRITICISMS",-1,Negative
517,"CASINO COMMISSION DELAYS VOTE ON HOLIDAY <HIA>","DELAYS",-1,Negative
518,"WORTHERN BANKING <WOR> IN AGREEMENT WITH FEDS","",0,Neutral
519,"U.S. SHOE CORP <USR> 4TH QTR JAN 31 NET","",0,Neutral
520,"NUTMEG INDUSTRIES <NUTM> SETS LICENSING PACT","",0,Neutral
521,"ARGENTINE SOYBEAN YIELD ESTIMATES DOWN FURTHER","",0,Neutral
522,"BETA PHASE <BETA> TO SELL EYEGLASS TECHNOLOGY","",0,Neutral
523,"LYNG SAYS AGRICULTURE SHOULD SHARE SPENDING CUTS","",0,Neutral
524,"TREASURY'S BAKER SAYS NEW MONEY NOT PANACEA","",0,Neutral
525,"VERTEX INDUSTRIES INC <VETX> 2ND QTR JAN 31 NET","",0,Neutral
526,"CYCLOPS <CYL> SAYS DIXONS APPOINTEES RESIGN","",0,Neutral
527,"ECUADOR NEGOTIATES WITH NIGERIA FOR LENDING OIL","",0,Neutral
528,"COMPUTERVISION <CVN> UNVEILS NEW DESIGN GEAR","",0,Neutral
530,"NORTHERN STATES POWER CO <NSP> VOTES QUARTERLY","",0,Neutral
531,"SUMMIT TAX EXEMPT BOND FUND <SUA> SETS PAYOUT","",0,Neutral
532,"U.S. SENATE TRADE LEADER CONCERNED ABOUT CANADA","CONCERNED",-1,Negative
533,"TREASURY'S BAKER SAYS NEW MONEY NOT DEBT PANACEA","DEBT",-1,Negative
534,"BAKER SAYS U.S. WILLING TO COOPERATE TO STABILIZE EXCHANGE RATES","STABILIZE, WILLING",2,Positive
535,"BAKER SAYS U.S. WANTS TO STABILIZE EXCHANGE RATES","STABILIZE",1,Positive
536,"JUSTICE, DOT BACK AIRLINE ANTITRUST SWITCH","BACK",-1,Negative
537,"U.S. GOVERNMENT EXPANDS CRACKDOWN ON BAD DEBTS","BAD, DEBTS",-2,Negative
538,"FIRST FEDERAL DELAWARE AGREEMENT EXTENDED","FIRST",1,Positive
539,"EDELMAN GROUP IN PLAN TO BUY MORSE SHOE <MRS>","",0,Neutral
540,"PHILIP MORRIS' <MO> OSCAR MAYER SETS REDEMPTION","REDEMPTION",1,Positive
541,"U.S  AUTO AGENCY GRANTS FORD <F> AIR BAG REQUEST","",0,Neutral
542,"MERCK <MRK> GETS FDA HEARTWORM MEDICINE APPROVAL","APPROVAL",1,Positive
543,"JOHN LABATT SEES GOOD FOURTH QUARTER, YEAR","GOOD",1,Positive
544,"HUSKY <HYO> SETS MEETING TO APPROVE MERGER","APPROVE",1,Positive
545,"BALTIMORE GAS AND ELECTRIC <BGE> FILES DEBT","DEBT",-1,Negative
546,"MERCK <MRK> GETS APPROVAL FOR DOG HEART DRUG","APPROVAL",1,Positive
547,"WASHINGTON GAS LIGHT CO <WGL> HIKES PAYOUT","LIGHT",1,Positive
548,"ZENITH <ZE> NAMES NEW FINANCIAL OFFICER","ZENITH",1,Positive
549,"FERC DECISION COULD CUT COLUMBIA GAS <CG> NET","",0,Neutral
550,"U.S. OFFERS MORE CREDITS FOR VEG OIL TO N. YEMEN","",0,Neutral
551,"PUERTO RICAN CEMENT CO <PRN> SETS PAYOUT","",0,Neutral
552,"U.S. SHOE <USR> TO OPEN 421 STORES IN 1987","",0,Neutral
553,"BARRIS <BRRS> TO BUY BACK STOCK","BACK",-1,Negative
554,"CANADA MAY MONITOR STEEL SHIPMENTS","",0,Neutral
555,"MEXICO SIGNS 100 MLN DLR IADB TOURISM LOAN","",0,Neutral
556,"WESCO FINANCIAL CORP <WSC> 4TH QTR NET","",0,Neutral
557,"HELM <H> SELLS ADDITIONAL SHARES IN BAMBERGER","",0,Neutral
558,"AMPAL-AMERICAN ISRAEL CORP <AIS.A> YEAR NET","",0,Neutral
559,"COCOA COUNCIL CHAIRMAN SEEKS BUFFER COMPROMISE","",0,Neutral
560,"SNC GROUP EXPECTS HIGHER 1987 EARNINGS, SALES","",0,Neutral
561,"MINE SAFETY <MNES> SELLS SOUTH AFRICA UNIT","",0,Neutral
562,"MEDAR INC <MDXR> 4TH QTR DEC 31 LOSS","LOSS",-1,Negative
563,"MEDAR <MDXR> CHANGES FISCAL YEAR","",0,Neutral
564,"EPSILON DATA <EPSI> GETS NEW CREDIT AGREEMENT","",0,Neutral
565,"U.S. SECURITIES INDUSTRY ASSN BACKS RESTRAINTS ON TAKEOVERS, INSIDER TRADING","",0,Neutral
566,"CHEMFIX TECHNOLOGIES INC <CFIX> 2ND QTR NET","",0,Neutral
567,"ALABAMA UPGRADED IN BRUCELLOSIS PROGRAM","UPGRADED",1,Positive
568,"HELM <H> AFFILIATE SELLS SYSTEM","",0,Neutral
569,"FEDERAL PAPER <FBO> OFFERS PREFERENTIAL SHARES","",0,Neutral
570,"ALLIS-CHALMERS <AH> SELLS SWISS UNIT","",0,Neutral
571,"MONARCH CAPITAL <MON PR> WILL NOT RESUME TRADING","",0,Neutral
572,"FLORIDA EMPLOYERS INSURANCE CO <FLAE> YEAR 1986","",0,Neutral
573,"SHELL OIL GETS 104.3 MLN DLR CONTRACT","",0,Neutral
574,"U.S. 4-YEAR NOTE AVERAGE YIELD 6.79 PCT, STOP 6.79 PCT, AWARDED AT HIGH YIELD 95 PCT","HIGH, AWARDED",2,Positive
575,"DETROIT EDISON FILES SHELF REGISTRATION FOR ONE BILLION DLRS IN BONDS","ONE",-1,Negative
576,"NIKE INC <NIKE> 3RD QTR FEB 28 NET","",0,Neutral
577,"ZENITH NATIONAL INSURANCE <ZNAT> QTLY DIVIDEND","ZENITH",1,Positive
578,"REDKIN LABORATORIES INC <RDKN> QTLY DIVIDEND","",0,Neutral
579,"INT'L MINERALS <IGL> PLANS BIOTECHNOLOGY PROJECT","",0,Neutral
580,"COOPERVISION INC <EYE> QTLY DIVIDEND","",0,Neutral
581,"UAL <UAL> SURROUNDED BY TAKEOVER SPECULATION","",0,Neutral
582,"U.S. SECURITIES GROUP BACKS INSIDER RESTRAINTS","",0,Neutral
583,"TEXACO <TX> RESERVES DOWN DESPITE LOWER OUTPUT","",0,Neutral
584,"SIX REPORTED WOUNDED IN ECUADOR GENERAL STRIKE","STRIKE",-1,Negative
585,"INT'L MINERALS PROJECT TO BOOST HOG LEAN WEIGHT","BOOST, LEAN",2,Positive
586,"LOMAC TO PAY 17 MLN DLRS TO CLEAN SITE IN FIRST SUPERFUND-2 SETTLEMENT","CLEAN, FIRST",2,Positive
587,"PULITZER PUBLISHING CO <PLTZC> DECLARES QTLY DIV","",0,Neutral
588,"FEDERAL CO <FFF> SETS REGULAR PAYOUT","",0,Neutral
589,"TRANSCANADA PIPE <TRP> SETS SHARE REDEMPTION","REDEMPTION",1,Positive
590,"SOUTHWESTERN BELL <SBC> SEES EARNINGS DILUTION","",0,Neutral
591,"BOLIVIAN DEBT BUYBACK PLAN SAID GAINING GROUND","DEBT, GAINING",0,Neutral
592,"BRAZIL WANTS TO INCREASE STEEL EXPORTS TO U.S.","",0,Neutral
593,"XYLOGICS IN INITIAL PUBLIC OFFERING","",0,Neutral
594,"DETROIT EDISON <DTE> REGISTERS BONDS","",0,Neutral
595,"S/P DOWNGRADES DANA CORP'S 900 MLN DLRS OF DEBT","DEBT",-1,Negative
596,"ANCHOR SAVINGS BANK OFFERING FULLY SUBSCRIBED","SAVINGS",1,Positive
597,"LEAR SIEGLER HOLDING CORP PLANS TO DIVEST AEROSPACE SUBSIDIARY","",0,Neutral
598,"VARITY CORP YEAR SHR LOSS 21 CTS VS LOSS 16 CTS","LOSS",-2,Negative
599,"NORDSON <NDSN> SETS 3-FOR-2 SPLIT","SPLIT",-1,Negative
600,"BALDRIGE SEES U.S. TRADE DEFICIT STARTING TO DECLINE IN FEB OR MARCH DATA","DECLINE",-1,Negative
601,"S/P MAY UPGRADE WAINOCO OIL <WOL>","",0,Neutral
602,"U.S. BUDGET DIRECTOR WARNS AGAINST TAX INCREASE","",0,Neutral
603,"BALDRIGE SEES U.S. TRADE GAP DROPPING SOON","",0,Neutral
604,"NORMAL WORK RESUMES AT NEW ZEALAND PORTS","WORK",1,Positive
605,"VARITY CORP <VAT> 4TH QTR JAN 31 LOSS","LOSS",-1,Negative
606,"INDIANA FEDERAL <IFSL> 4TH QTR NET","",0,Neutral
607,"LEAR-SIEGLER HOLDING TO DIVEST AEROSPACE UNIT","",0,Neutral
608,"RUBBERMAID <RBD> COMPLETES ACQUISITIONS","",0,Neutral
609,"KANSAS POWER AND LIGHT <KAN> CHAIRMAN LEAVING","LIGHT",1,Positive
610,"CRYSTAL OIL CO <COR> 4TH QTR LOSS","LOSS",-1,Negative
611,"CHEMFIX TECHNOLOGIES <CFIX> 2ND QTR FEB 28 NET","",0,Neutral
612,"FEDERAL-MOGUL CORP <FMO> SETS REGULAR DIVIDEND","",0,Neutral
